timestamp,open,high,low,close,volume,datetime
1770112800000,2292.17,2299.75,2287.9,2295.22,1443.844765,2026-02-03 10:00:00
1770113700000,2295.1,2296.49,2284.34,2292.54,1318.675927,2026-02-03 10:15:00
1770114600000,2292.45,2292.45,2276.41,2280.0,1802.121491,2026-02-03 10:30:00
1770115500000,2280.01,2284.64,2278.4,2281.83,1552.624389,2026-02-03 10:45:00
1770116400000,2281.84,2288.27,2277.86,2280.64,1208.332426,2026-02-03 11:00:00
1770117300000,2280.64,2284.93,2272.72,2273.1,1306.97553,2026-02-03 11:15:00
1770118200000,2273.15,2282.01,2270.27,2278.21,1944.086852,2026-02-03 11:30:00
1770119100000,2278.15,2288.43,2276.31,2276.56,2343.185842,2026-02-03 11:45:00
1770120000000,2276.65,2298.16,2272.23,2292.11,2006.660415,2026-02-03 12:00:00
1770120900000,2291.94,2296.99,2285.42,2294.74,1125.115787,2026-02-03 12:15:00
1770121800000,2294.73,2298.78,2288.73,2292.8,1160.524314,2026-02-03 12:30:00
1770122700000,2292.79,2306.0,2292.69,2301.51,1887.453983,2026-02-03 12:45:00
1770123600000,2301.5,2309.16,2298.41,2304.1,915.293589,2026-02-03 13:00:00
1770124500000,2304.15,2307.42,2296.25,2306.31,3406.1108,2026-02-03 13:15:00
1770125400000,2306.36,2313.69,2302.01,2307.63,1155.925515,2026-02-03 13:30:00
1770126300000,2307.51,2317.51,2303.59,2312.3,926.352458,2026-02-03 13:45:00
1770127200000,2312.5,2317.14,2308.52,2312.06,1014.16489,2026-02-03 14:00:00
1770128100000,2312.05,2314.9,2299.41,2308.8,5087.751019,2026-02-03 14:15:00
1770129000000,2308.8,2310.65,2274.16,2282.69,4388.793043,2026-02-03 14:30:00
1770129900000,2282.89,2296.74,2254.63,2257.17,5130.437542,2026-02-03 14:45:00
1770130800000,2257.16,2278.49,2252.0,2258.78,3939.015091,2026-02-03 15:00:00
1770131700000,2258.8,2310.34,2255.0,2294.7,10724.941945,2026-02-03 15:15:00
1770132600000,2294.7,2314.0,2281.12,2281.37,5058.245237,2026-02-03 15:30:00
1770133500000,2281.31,2308.27,2276.67,2303.32,3608.005516,2026-02-03 15:45:00
1770134400000,2303.36,2303.9,2274.29,2278.02,4016.547936,2026-02-03 16:00:00
1770135300000,2278.02,2281.35,2252.77,2253.05,9313.905339,2026-02-03 16:15:00
1770136200000,2253.05,2260.55,2238.71,2248.59,8858.053041,2026-02-03 16:30:00
1770137100000,2248.58,2252.07,2235.83,2241.14,5475.400686,2026-02-03 16:45:00
1770138000000,2241.13,2244.79,2218.47,2222.39,4687.585587,2026-02-03 17:00:00
1770138900000,2222.4,2237.72,2217.13,2229.22,3699.089149,2026-02-03 17:15:00
1770139800000,2229.08,2234.71,2205.19,2206.21,4518.95611,2026-02-03 17:30:00
1770140700000,2206.21,2222.33,2194.0,2195.0,6848.188098,2026-02-03 17:45:00
